longitude,latitude,visibility,class,fur,howl,saw,heard
-113.1198,46.02962,10,0,FALSE,FALSE,FALSE,FALSE
-110.3308,46.01833,10,0,FALSE,FALSE,FALSE,FALSE
-113.8381,46.97694,10,0,FALSE,FALSE,FALSE,FALSE
-111.8861,46.76472,10,0,FALSE,FALSE,FALSE,TRUE
-111.75,46.24,9.784,0,FALSE,FALSE,TRUE,FALSE
-113.7593,47.60413,10,0,FALSE,FALSE,TRUE,TRUE
-113.9818,47.98521,9.997,0,FALSE,FALSE,TRUE,FALSE
-111.3637,45.7922,10,0,FALSE,FALSE,FALSE,TRUE
-110.7897,45.61331,9.8,0,FALSE,FALSE,FALSE,FALSE
-115.6545,47.43904,6.992,0,FALSE,FALSE,FALSE,FALSE
-114.0717,47.06032,9.96,0,FALSE,FALSE,TRUE,FALSE
-114.08,46.75889,6.19,0,FALSE,TRUE,FALSE,TRUE
-114.0725,46.96508,7.21,0,FALSE,FALSE,TRUE,FALSE
-113.8334,46.93335,9.997,0,FALSE,FALSE,FALSE,FALSE
-110.8069,45.66722,9.66,0,FALSE,FALSE,TRUE,FALSE
-114.45,47.25335,9.931,0,FALSE,FALSE,FALSE,FALSE
-106.8331,45.0262,10,0,FALSE,FALSE,TRUE,FALSE
-112.9707,45.3705,10,0,FALSE,FALSE,FALSE,FALSE
-78.09365,36.21335,4.56,0,FALSE,FALSE,TRUE,TRUE
-82.488,35.1685,9.926,0,TRUE,FALSE,TRUE,TRUE
-80.46865,36.38287,10,0,FALSE,FALSE,TRUE,FALSE
-80.375,36.48615,9.61,0,FALSE,FALSE,FALSE,TRUE
-78.63611,35.18637,2.63,0,TRUE,FALSE,TRUE,FALSE
-82.287,35.451,10,0,FALSE,FALSE,TRUE,TRUE
-79.267080000000007,34.5287,10,0,FALSE,FALSE,TRUE,FALSE
-79.88049,35.0554,9.4,0,FALSE,FALSE,TRUE,TRUE
-83.52992,35.33783,9.23,0,FALSE,FALSE,TRUE,FALSE
-81.08335,36.0055,7.854,0,FALSE,FALSE,TRUE,FALSE
-80.66,36.134,1.54,0,FALSE,FALSE,TRUE,TRUE
-79.75537,35.56577,8.57,0,FALSE,FALSE,TRUE,FALSE
-82.39165,35.28195,9.997,0,FALSE,FALSE,FALSE,TRUE
-79.03025,36.31625,10,0,FALSE,FALSE,TRUE,TRUE
-77.7485,34.3924,9.53,0,TRUE,TRUE,FALSE,TRUE
-76.29115,36.3715,3.86,0,TRUE,FALSE,TRUE,TRUE
-78.968,36.2058,9.16,0,FALSE,FALSE,FALSE,TRUE
-77.2914,34.6894,5.89,0,TRUE,FALSE,TRUE,FALSE
-81.98335,35.8934,6.58,0,TRUE,TRUE,FALSE,TRUE
-78.4048,35.5311,7.1,0,FALSE,FALSE,TRUE,FALSE
-83.007,35.211,6.49,0,FALSE,TRUE,FALSE,TRUE
-79.21278,35.18083,6.1,0,TRUE,FALSE,TRUE,FALSE
-82.87408,35.7695,6.61,0,FALSE,FALSE,FALSE,TRUE
-82.05008,35.85107,9.58,0,FALSE,FALSE,FALSE,FALSE
-81.78065,35.6644,9.748,0,FALSE,FALSE,FALSE,FALSE
-80.0616,35.4449,8.1,0,FALSE,FALSE,TRUE,FALSE
-80.03551,35.31924,7.81,0,FALSE,FALSE,FALSE,TRUE
-80.69763,35.43787,8.93,0,FALSE,FALSE,FALSE,TRUE
-79.86721,35.25048,9.33,0,FALSE,FALSE,FALSE,TRUE
-80.01653,35.35636,10,0,TRUE,FALSE,FALSE,TRUE
-80.00272,35.31331,10,0,FALSE,FALSE,TRUE,TRUE
-80.08778,35.46955,10,0,FALSE,FALSE,FALSE,TRUE
-79.97967,35.24749,9.814,0,TRUE,FALSE,TRUE,FALSE
-77.53445,34.50917,6.25,0,TRUE,FALSE,TRUE,FALSE
-77.5873,34.7576,5.68,0,FALSE,FALSE,FALSE,TRUE
-77.50434,34.53784,8.85,0,TRUE,FALSE,FALSE,FALSE
-77.23759,34.40434,6.78,0,FALSE,FALSE,FALSE,TRUE
-82.443,35.33975,8.08,0,FALSE,FALSE,FALSE,FALSE
-77.67995,35.42525,5.63,0,FALSE,FALSE,FALSE,TRUE
-80.6282,35.91965,8.56,0,FALSE,FALSE,TRUE,TRUE
-80.2068,35.87885,6.93,0,FALSE,TRUE,FALSE,TRUE
-79.11128,35.1312,6.57,0,FALSE,FALSE,FALSE,FALSE
-77.10508,34.79914,6.35,0,FALSE,FALSE,TRUE,FALSE
-81.7418,35.94585,9.96,0,FALSE,FALSE,TRUE,FALSE
-82.4614,35.7909,7.25,0,FALSE,FALSE,TRUE,FALSE
-81.92929,35.88561,10,0,FALSE,FALSE,FALSE,FALSE
-81.03185,35.94647,9.29,0,FALSE,FALSE,TRUE,FALSE
-81.20877,35.84103,8.89,0,FALSE,FALSE,TRUE,FALSE
-81.56219,36.42315,8.87,0,FALSE,TRUE,FALSE,TRUE
-81.95195,35.95865,9.59,0,TRUE,FALSE,FALSE,TRUE
-82.321,35.618,5.36,0,FALSE,FALSE,FALSE,FALSE
-82.65414,35.2725,8.727,0,FALSE,FALSE,FALSE,FALSE
-81.80479,35.83845,9.05,0,FALSE,FALSE,FALSE,TRUE
-81.77603,35.78043,8.92,0,FALSE,FALSE,TRUE,TRUE
-81.402,35.194,7.97,0,FALSE,FALSE,FALSE,FALSE
-80.375,35.75,10,0,FALSE,FALSE,TRUE,FALSE
-80.2084,35.95815,8.57,0,FALSE,TRUE,TRUE,TRUE
-77.85507,34.78052,9.96,0,FALSE,FALSE,FALSE,FALSE
-83.17152,35.53467,7.758,0,FALSE,FALSE,FALSE,FALSE
-83.17152,35.53467,9.77,0,FALSE,FALSE,FALSE,FALSE
-82.4831,35.36,5.8,0,FALSE,FALSE,FALSE,FALSE
-82.56715,35.41939,9.96,0,FALSE,FALSE,TRUE,FALSE
-96.42668,41.2333,6.61,0,FALSE,FALSE,FALSE,TRUE
-95.88,41.134,8.21,0,FALSE,FALSE,TRUE,TRUE
-97.13196,40.64043,10,0,FALSE,FALSE,FALSE,FALSE
-96.6824,40.84792,10,0,FALSE,FALSE,FALSE,FALSE
-98.22576,41.55099,10,0,FALSE,FALSE,TRUE,FALSE
-96.7432,40.1399,10,0,FALSE,FALSE,TRUE,FALSE
-95.92,41.238,9.7,0,FALSE,FALSE,TRUE,FALSE
-103.398,42.5893,10,0,TRUE,FALSE,TRUE,FALSE
-96.46025,42.47356,9.93,0,FALSE,TRUE,TRUE,TRUE
-71.07906,43.45844,10,0,FALSE,FALSE,TRUE,FALSE
-70.93333,43.05,8.82,0,FALSE,TRUE,TRUE,TRUE
-103.0044,42.69657,10,0,FALSE,FALSE,TRUE,FALSE
-103.018,42.71425,5.46,0,TRUE,FALSE,FALSE,FALSE
-74.6215,40.7446,9.77,0,FALSE,FALSE,FALSE,FALSE
-75.5167,39.632,10,0,FALSE,FALSE,FALSE,FALSE
-74.15562,41.06945,10,0,FALSE,FALSE,TRUE,FALSE
-74.09944,40.18113,4.38,0,TRUE,FALSE,TRUE,FALSE
-74.72261,40.18478,9.51,0,TRUE,FALSE,TRUE,FALSE
-74.2918,40.8959,1.68,0,FALSE,FALSE,FALSE,FALSE
-74.3516,40.77545,10,0,FALSE,FALSE,TRUE,FALSE
-74.84528,40.60667,8.05,0,FALSE,FALSE,FALSE,TRUE
-74.4611,40.478,7.05,0,FALSE,FALSE,TRUE,FALSE
-74.3249,40.9934,9.52,0,FALSE,FALSE,TRUE,FALSE
-74.45995,40.9575,9.72,0,FALSE,TRUE,FALSE,TRUE
-74.46155,40.9427,8.64,0,FALSE,FALSE,FALSE,FALSE
-74.49518,40.93552,9.68,0,FALSE,FALSE,FALSE,TRUE
-74.57013,41.01941,3.03,0,FALSE,FALSE,TRUE,TRUE
-74.2975,39.7384,8.54,0,TRUE,FALSE,FALSE,TRUE
-74.3966,39.934,8,0,FALSE,FALSE,TRUE,TRUE
-74.1301,40.053,10,0,FALSE,FALSE,TRUE,TRUE
-74.36187,39.98216,10,0,FALSE,FALSE,FALSE,FALSE
-74.42721,39.94853,10,0,FALSE,FALSE,TRUE,TRUE
-74.321,41.08335,9.6,0,FALSE,FALSE,TRUE,FALSE
-74.29085,41.1445,2.51,0,FALSE,FALSE,FALSE,TRUE
-75.38251,39.70852,2.76,0,FALSE,FALSE,FALSE,TRUE
-74.77675,40.45815,9.916,0,FALSE,FALSE,TRUE,FALSE
-74.68832,41.29596,3.98,0,FALSE,TRUE,FALSE,TRUE
-74.6854,41.30566,9.69,0,FALSE,TRUE,FALSE,TRUE
-74.78004,40.99567,9.79,0,FALSE,FALSE,FALSE,TRUE
-74.59959,41.14652,9.68,0,FALSE,FALSE,TRUE,TRUE
-74.68758,41.29453,9.54,0,FALSE,FALSE,TRUE,TRUE
-74.52625,41.17838,9.92,0,FALSE,FALSE,TRUE,FALSE
-74.64189,41.27412,10,0,FALSE,FALSE,TRUE,TRUE
-71.1794,44.79969,8.03,0,FALSE,TRUE,FALSE,TRUE
-71.77646,42.78378,8.9,0,TRUE,FALSE,TRUE,TRUE
-71.35414,43.11074,9.55,0,FALSE,FALSE,FALSE,TRUE
-71.46778,43.28556,10,0,FALSE,FALSE,FALSE,TRUE
-105.2526,35.52162,10,0,FALSE,FALSE,TRUE,FALSE
-108.8676,35.63736,9.79,0,TRUE,FALSE,TRUE,FALSE
-104.4801,36.9934,10,0,FALSE,FALSE,FALSE,FALSE
-119.6564,39.29056,10,0,TRUE,FALSE,TRUE,FALSE
-108.84,36.0605,10,0,FALSE,FALSE,TRUE,FALSE
-105.7395,33.27735,10,0,FALSE,FALSE,TRUE,TRUE
-105.7197,33.2516,10,0,FALSE,FALSE,TRUE,TRUE
-105.7947,33.15405,9.2,0,FALSE,FALSE,TRUE,TRUE
-105.7338,33.27094,10,0,FALSE,FALSE,FALSE,FALSE
-107.6021,36.7474,7.97,0,FALSE,FALSE,FALSE,TRUE
-106.5784,36.90237,10,0,FALSE,FALSE,FALSE,TRUE
-108.7608,36.81315,9.64,0,FALSE,FALSE,TRUE,TRUE
-108.892,36.08089,10,0,FALSE,FALSE,TRUE,FALSE
-74.43445,39.60835,8.28,0,TRUE,FALSE,TRUE,FALSE
-74.68135,40.16465,8.82,0,FALSE,FALSE,TRUE,FALSE
-74.6298,39.652,9.48,0,FALSE,FALSE,TRUE,TRUE
-74.3749,39.7962,8.9,0,FALSE,FALSE,TRUE,TRUE
-74.70135,39.8234,9.3,0,TRUE,FALSE,FALSE,TRUE
-74.55341,39.69191,3.75,0,FALSE,FALSE,FALSE,TRUE
-74.54086,39.7784,7.005,0,TRUE,FALSE,TRUE,FALSE
-74.69759,39.22348,9.86,0,TRUE,FALSE,TRUE,TRUE
-119.8458,39.00056,10,0,TRUE,FALSE,TRUE,FALSE
-76.89331,43.27314,10,0,TRUE,FALSE,FALSE,FALSE
-76.17366,42.40489,6.71,0,FALSE,FALSE,FALSE,TRUE
-76.75318,42.32724,9.997,0,FALSE,FALSE,FALSE,FALSE
-73.7171,41.5036,9.87,0,FALSE,FALSE,FALSE,FALSE
-78.3253,43.22649,10,0,FALSE,FALSE,FALSE,FALSE
-78.1946,43.2265,8.33,0,FALSE,TRUE,FALSE,TRUE
-73.91649,41.38084,10,0,FALSE,FALSE,FALSE,FALSE
-73.59659,41.49887,10,0,FALSE,FALSE,FALSE,TRUE
-74.11488,41.23296,10,0,FALSE,FALSE,FALSE,TRUE
-75.58825,44.62185,7.21,0,FALSE,FALSE,FALSE,TRUE
-77.36516,42.54346,10,0,FALSE,FALSE,TRUE,TRUE
-77.29253,42.33473,9.354,0,FALSE,FALSE,TRUE,FALSE
-75.64853,42.1174,9.16,0,FALSE,FALSE,TRUE,FALSE
-74.0863,41.66955,10,0,FALSE,FALSE,FALSE,FALSE
-73.52,43.7268,9.48,0,FALSE,FALSE,FALSE,FALSE
-73.51238,43.6678,10,0,FALSE,FALSE,FALSE,TRUE
-73.56614,43.66344,9.79,0,FALSE,FALSE,FALSE,TRUE
-73.741,43.42645,9.58,0,FALSE,FALSE,TRUE,TRUE
-75.57448,43.64706,9.95,0,FALSE,FALSE,FALSE,TRUE
-73.81,43.32,6.38,0,FALSE,FALSE,FALSE,TRUE
-73.34116,43.55915,5.73,0,FALSE,FALSE,TRUE,FALSE
-73.45947,43.56211,10,0,FALSE,FALSE,FALSE,TRUE
-73.34347,43.35086,10,0,FALSE,FALSE,TRUE,FALSE
-73.40212,43.56058,5.591,0,FALSE,FALSE,FALSE,FALSE
-77.4028,42.6153,8.42,0,TRUE,FALSE,TRUE,TRUE
-76.10047,43.00972,9.85,0,FALSE,FALSE,TRUE,TRUE
-75.73906,43.1546,5.18,0,FALSE,FALSE,TRUE,TRUE
-78.54224,43.19501,9.81,0,FALSE,FALSE,TRUE,FALSE
-73.66616,41.97341,10,0,FALSE,FALSE,TRUE,FALSE
-73.64642,41.59773,8.34,0,FALSE,FALSE,TRUE,TRUE
-73.87915,41.94512,9.86,0,FALSE,FALSE,TRUE,FALSE
-73.55858,41.87219,10,0,FALSE,FALSE,TRUE,FALSE
-73.59506,41.60511,9.994,0,TRUE,TRUE,FALSE,TRUE
-73.8094,44.1856,8.51,0,FALSE,FALSE,FALSE,TRUE
-73.87529,44.22388,9.997,0,TRUE,FALSE,TRUE,FALSE
-74.15429,43.30679,9.38,0,FALSE,FALSE,FALSE,FALSE
-77.664,43.2696,7.63,0,TRUE,FALSE,FALSE,TRUE
-77.29334,42.67993,9.994,0,FALSE,FALSE,FALSE,TRUE
-74.1468,41.26455,5.989,0,FALSE,FALSE,TRUE,FALSE
-84.17227,39.13595,5.56,0,FALSE,FALSE,TRUE,FALSE
-81.58699,40.28488,7.29,0,TRUE,FALSE,FALSE,FALSE
-80.62124,41.1462,5.95,0,FALSE,FALSE,TRUE,FALSE
-81.4311,41.10765,9.54,0,FALSE,FALSE,TRUE,TRUE
-84.18491,40.24354,9.29,0,FALSE,FALSE,TRUE,FALSE
-83.12891,38.69322,1.06,0,FALSE,FALSE,FALSE,TRUE
-83.02551,38.9506,1.11,0,FALSE,FALSE,FALSE,FALSE
-81.32337,40.79362,6.39,0,FALSE,FALSE,FALSE,FALSE
-81.51075,40.67979,9.22,0,FALSE,FALSE,FALSE,TRUE
-81.15622,40.7343,7.69,0,TRUE,FALSE,TRUE,TRUE
-81.0758,40.74451,10,0,TRUE,FALSE,TRUE,TRUE
-81.27147,40.75079,7.21,0,FALSE,FALSE,FALSE,TRUE
-81.19895,40.75872,7.43,0,FALSE,FALSE,FALSE,FALSE
-81.35575,40.74065,5.52,0,TRUE,FALSE,TRUE,FALSE
-81.25768,40.77789,8.54,0,FALSE,FALSE,TRUE,FALSE
-81.26729,40.90177,3.12,0,FALSE,FALSE,FALSE,FALSE
-81.31219,40.79438,1.59,0,FALSE,FALSE,TRUE,TRUE
-81.5745,41.29621,4.82,0,FALSE,FALSE,FALSE,TRUE
-81.56152,41.31609,10,0,FALSE,FALSE,TRUE,FALSE
-81.62379,41.23638,10,0,TRUE,FALSE,TRUE,FALSE
-81.57021,41.35208,7.83,0,FALSE,FALSE,FALSE,FALSE
-81.56255,41.2584,4.58,0,FALSE,FALSE,FALSE,FALSE
-81.60838,41.25248,4.57,0,FALSE,FALSE,FALSE,FALSE
-81.64181,41.16984,3.02,0,FALSE,TRUE,FALSE,TRUE
-81.60576,41.23739,4.14,0,FALSE,FALSE,TRUE,TRUE
-81.5168,41.21424,4.71,0,FALSE,FALSE,FALSE,TRUE
-81.62295,41.23925,8.939,0,FALSE,FALSE,FALSE,FALSE
-80.76735,41.36755,5.23,0,FALSE,FALSE,TRUE,FALSE
-80.89096,41.42579,9.84,0,TRUE,FALSE,TRUE,TRUE
-89.34647,39.74678,8.88,0,FALSE,FALSE,TRUE,TRUE
-81.34993,40.62147,7.46,0,FALSE,FALSE,TRUE,TRUE
-81.51749,40.27488,10,0,FALSE,FALSE,TRUE,TRUE
-81.5693,40.6298,6.9,0,FALSE,FALSE,FALSE,TRUE
-81.1188,40.20275,1.93,0,FALSE,TRUE,FALSE,TRUE
-81.39331,40.47672,1.24,0,FALSE,TRUE,TRUE,TRUE
-84.10463,39.42606,9.417,0,FALSE,FALSE,TRUE,TRUE
-78.82683,42.15947,6.96,0,FALSE,FALSE,TRUE,FALSE
-78.7492,42.06832,7.41,0,FALSE,FALSE,FALSE,FALSE
-73.73606,44.66399,9.87,0,FALSE,FALSE,TRUE,FALSE
-83.05098,41.29247,0.78,0,FALSE,FALSE,TRUE,FALSE
-83.11422,39.49265,9.75,0,FALSE,FALSE,TRUE,FALSE
-84.62567,39.70042,5.15,0,FALSE,FALSE,TRUE,TRUE
-81.30896,41.30265,6.64,0,FALSE,FALSE,TRUE,FALSE
-82.29162,39.78594,7.35,0,FALSE,FALSE,FALSE,FALSE
-82.14536,40.04603,10,0,FALSE,FALSE,TRUE,TRUE
-82.69884,40.38609,9.83,0,FALSE,FALSE,FALSE,FALSE
-84.36754,39.61205,8.93,0,TRUE,TRUE,TRUE,TRUE
-84.1735,39.9784,8.87,0,TRUE,FALSE,TRUE,TRUE
-81.77677,41.02572,7.65,0,TRUE,FALSE,TRUE,FALSE
-80.9835,41.1174,4.49,0,TRUE,FALSE,TRUE,TRUE
-83.51394,39.96627,5.57,0,FALSE,FALSE,TRUE,FALSE
-80.51186,41.05304,8.54,0,FALSE,FALSE,TRUE,FALSE
-80.77592,41.09087,10,0,TRUE,FALSE,TRUE,TRUE
-80.85832,41.12884,8.65,0,FALSE,FALSE,FALSE,FALSE
-80.97507,40.95818,2.74,0,FALSE,FALSE,TRUE,FALSE
-80.14099,41.11447,7.86,0,FALSE,FALSE,TRUE,TRUE
-80.69776,40.94825,2.22,0,FALSE,FALSE,TRUE,FALSE
-80.70913,40.91197,9.217,0,TRUE,FALSE,FALSE,FALSE
-81.82391,41.09302,5.03,0,FALSE,FALSE,TRUE,FALSE
-81.81317,41.12012,10,0,FALSE,FALSE,TRUE,FALSE
-81.79669,41.06019,7.96,0,FALSE,FALSE,TRUE,FALSE
-81.96419,41.06648,8.94,0,FALSE,FALSE,TRUE,FALSE
-82.0101,41.03,7.48,0,FALSE,FALSE,TRUE,FALSE
-82.07824,41.11417,3.35,0,FALSE,FALSE,TRUE,TRUE
-81.91616,41.22248,3.97,0,FALSE,FALSE,TRUE,TRUE
-84.14493,39.89172,5.8,0,FALSE,FALSE,FALSE,FALSE
-84.04518,40.04342,3.23,0,FALSE,FALSE,FALSE,TRUE
-84.15971,39.8494,7.7,0,TRUE,FALSE,FALSE,FALSE
-84.36874,39.63662,8.92,0,FALSE,FALSE,TRUE,FALSE
-82.80257,40.4764,3.21,0,TRUE,FALSE,TRUE,FALSE
-82.82576,40.46339,6.04,0,TRUE,FALSE,TRUE,FALSE
-82.82214,40.5896,6.87,0,FALSE,FALSE,TRUE,FALSE
-82.87663,40.50945,8.21,0,FALSE,FALSE,TRUE,FALSE
-81.98721,39.90416,6.01,0,FALSE,FALSE,TRUE,FALSE
-82.13298,40.01209,2.13,0,TRUE,FALSE,FALSE,TRUE
-81.47081,39.64081,4.81,0,FALSE,FALSE,TRUE,FALSE
-82.1013,39.64193,9.08,0,FALSE,FALSE,TRUE,TRUE
-82.26463,39.63255,10,0,TRUE,TRUE,TRUE,TRUE
-82.35291,39.59607,10,0,FALSE,TRUE,FALSE,TRUE
-82.8342,39.0895,1.216,0,FALSE,FALSE,TRUE,FALSE
-83.07492,39.05922,1.24,0,FALSE,FALSE,FALSE,FALSE
-81.1414,41.10715,4.86,0,FALSE,FALSE,FALSE,FALSE
-81.38112,41.31405,10,0,FALSE,FALSE,FALSE,TRUE
-81.3741,41.06499,3.96,0,FALSE,FALSE,TRUE,FALSE
-81.33134,41.15845,7.5,0,FALSE,FALSE,FALSE,TRUE
-81.03764,41.18518,9.81,0,FALSE,FALSE,FALSE,FALSE
-81.37181,41.16187,3.88,0,FALSE,TRUE,FALSE,TRUE
-81.1124,41.15384,7.42,0,FALSE,FALSE,FALSE,FALSE
-81.1455,41.2599,9.45,0,FALSE,FALSE,TRUE,FALSE
-81.32425,41.17646,10,0,FALSE,FALSE,FALSE,TRUE
-81.11578,41.13021,9.16,0,FALSE,FALSE,FALSE,FALSE
-81.11642,40.98596,6.91,0,FALSE,FALSE,TRUE,TRUE
-81.17155,41.13356,7.21,0,FALSE,FALSE,FALSE,TRUE
-81.22745,41.3235,4.95,0,FALSE,TRUE,FALSE,TRUE
-81.3654,41.05931,2.75,0,FALSE,FALSE,FALSE,TRUE
-81.11617,41.13183,2.02,0,FALSE,FALSE,FALSE,TRUE
-81.36305,41.06194,3.2,0,FALSE,FALSE,TRUE,TRUE
-84.48506,39.64146,7,0,FALSE,FALSE,TRUE,TRUE
-84.66399,39.65361,2.82,0,FALSE,FALSE,FALSE,TRUE
-84.51192,39.65625,4.17,0,FALSE,FALSE,TRUE,FALSE
-82.64864,40.74705,10,0,FALSE,FALSE,FALSE,FALSE
-82.48699,40.61236,9.95,0,TRUE,FALSE,FALSE,FALSE
-82.12263,41.38274,9,0,FALSE,FALSE,FALSE,TRUE
-82.67252,40.00915,6.98,0,FALSE,FALSE,TRUE,FALSE
-82.66616,38.54852,5.23,0,FALSE,FALSE,TRUE,FALSE
-81.1438,41.7164,7.53,0,TRUE,FALSE,TRUE,FALSE
-82.24197,40.36462,1.98,0,FALSE,FALSE,TRUE,FALSE
-80.64211,40.34042,9.12,0,FALSE,FALSE,TRUE,FALSE
-82.41861,41.0672,8.37,0,TRUE,TRUE,TRUE,TRUE
-82.23988,40.59935,9.86,0,FALSE,FALSE,TRUE,TRUE
-81.26559,40.33345,5.15,0,FALSE,FALSE,FALSE,TRUE
-83.6118,40.6445,3.82,0,FALSE,FALSE,FALSE,TRUE
-83.43667,41.14896,9.7,0,FALSE,FALSE,FALSE,TRUE
-84.25986,39.26903,4.56,0,FALSE,FALSE,TRUE,FALSE
-83.825,39.745,9.218,0,FALSE,FALSE,FALSE,TRUE
-81.20629,41.44442,4.2,0,TRUE,FALSE,TRUE,TRUE
-81.3726,41.47349,9,0,TRUE,FALSE,TRUE,TRUE
-81.33974,41.39803,8.4,0,FALSE,FALSE,FALSE,FALSE
-81.1351,41.5325,7.29,0,TRUE,FALSE,FALSE,FALSE
-81.22853,41.5621,7.83,0,FALSE,FALSE,TRUE,FALSE
-81.22075,41.57231,8.86,0,FALSE,FALSE,TRUE,FALSE
-81.28275,41.50086,6.73,0,TRUE,FALSE,TRUE,FALSE
-81.27506,41.38199,2.7,0,FALSE,FALSE,TRUE,FALSE
-84.09158,39.74961,6.92,0,FALSE,FALSE,FALSE,FALSE
-83.7278,39.6543,2.24,0,FALSE,FALSE,FALSE,FALSE
-81.69818,40.08946,10,0,FALSE,FALSE,FALSE,FALSE
-81.63656,40.17699,9.01,0,FALSE,FALSE,TRUE,TRUE
-81.39827,39.95329,8.22,0,FALSE,FALSE,FALSE,TRUE
-81.56232,40.10801,8.66,0,FALSE,FALSE,FALSE,FALSE
-81.49697,40.0799,9.7,0,FALSE,TRUE,FALSE,TRUE
-81.61014,39.92781,6.35,0,FALSE,FALSE,FALSE,FALSE
-81.5117,40.1218,6.02,0,FALSE,TRUE,TRUE,TRUE
-81.5518,40.1138,5.88,0,FALSE,FALSE,FALSE,TRUE
-81.52101,40.11632,1.79,0,TRUE,FALSE,TRUE,TRUE
-81.4936,40.11682,1.81,0,FALSE,FALSE,TRUE,TRUE
-81.50933,40.10348,1.97,0,FALSE,FALSE,FALSE,TRUE
-81.50403,40.12719,1.43,0,FALSE,FALSE,TRUE,TRUE
-81.49033,40.14003,2.96,0,FALSE,FALSE,TRUE,FALSE
-81.34529,40.01452,10,0,FALSE,FALSE,TRUE,TRUE
-83.9374,40.6559,9.99,0,FALSE,FALSE,TRUE,FALSE
-81.25576,40.42655,5.91,0,FALSE,FALSE,TRUE,TRUE
-81.2558,40.42687,6.29,0,FALSE,FALSE,TRUE,TRUE
-81.18504,40.36207,2.168,0,FALSE,FALSE,FALSE,TRUE
-81.15179,40.24786,2.105,0,FALSE,FALSE,FALSE,TRUE
-80.62003,40.16912,6.644,0,FALSE,FALSE,TRUE,TRUE
-81.22332,40.26059,10,0,FALSE,FALSE,FALSE,TRUE
-80.93864,40.30527,10,0,FALSE,FALSE,FALSE,FALSE
-81.13733,40.40611,10,0,FALSE,FALSE,TRUE,FALSE
-81.24778,40.30824,10,0,FALSE,FALSE,TRUE,TRUE
-81.08803,40.40192,9.578,0,FALSE,FALSE,FALSE,TRUE
-82.36887,39.58157,7.76,0,FALSE,FALSE,TRUE,FALSE
-82.49833,39.56573,2.65,0,FALSE,FALSE,TRUE,TRUE
-82.49968,39.57143,2.32,0,FALSE,FALSE,FALSE,FALSE
-82.17295,40.61286,2.56,0,FALSE,FALSE,TRUE,FALSE
-82.17295,40.61286,2.14,0,FALSE,FALSE,TRUE,FALSE
-82.12366,40.62731,2.05,0,FALSE,FALSE,FALSE,FALSE
-82.14194,40.59307,2.72,0,TRUE,TRUE,TRUE,TRUE
-82.16943,40.60291,2.06,0,FALSE,TRUE,TRUE,TRUE
-82.36591,41.06939,2.39,0,FALSE,FALSE,FALSE,FALSE
-80.77387,40.36957,8.07,0,FALSE,FALSE,TRUE,TRUE
-80.89606,40.54269,7.7,0,FALSE,FALSE,TRUE,TRUE
-80.78826,40.2831,8.91,0,FALSE,FALSE,FALSE,FALSE
-80.6937,40.39103,10,0,FALSE,FALSE,TRUE,TRUE
-80.67828,40.3725,8.56,0,FALSE,FALSE,FALSE,TRUE
-80.6616,40.42591,10,0,FALSE,FALSE,FALSE,TRUE
-80.75612,40.29771,10,0,FALSE,TRUE,FALSE,TRUE
-80.81801,40.36887,10,0,FALSE,FALSE,FALSE,TRUE
-82.71107,38.60551,10,0,FALSE,FALSE,FALSE,TRUE
